"Task","Dataset","Subject","Raw Task Key","Input Text","Target Texts","Generated Text","Bleu1","Bleu2","Rouge1-recall","Sentiment label","Relation label","GM\.BLEU1@MTV00","GM\.BLEU1@MTV01","GM\.BLEU1@MTV02","GM\.BLEU1@MTV03","GM\.BLEU1@MTV04","GM\.BLEU1@MTV05","GM\.BLEU1@MTV06","GM\.BLEU1@MTV07","GM\.BLEU1@RAW","GM\.BLEU2@MTV00","GM\.BLEU2@MTV01","GM\.BLEU2@MTV02","GM\.BLEU2@MTV03","GM\.BLEU2@MTV04","GM\.BLEU2@MTV05","GM\.BLEU2@MTV06","GM\.BLEU2@MTV07","GM\.BLEU2@RAW","GM\.ROUGE1@MTV00","GM\.ROUGE1@MTV01","GM\.ROUGE1@MTV02","GM\.ROUGE1@MTV03","GM\.ROUGE1@MTV04","GM\.ROUGE1@MTV05","GM\.ROUGE1@MTV06","GM\.ROUGE1@MTV07","GM\.ROUGE1@RAW","Rouge1-precision","Rouge1-fmeasure","WER","Bleu3","Bleu4","Generated Text (w/tf)","Bleu1 (w/tf)","Bleu2 (w/tf)","Rouge1-precision (w/tf)","Rouge1-fmeasure (w/tf)","WER (w/tf)","Bleu3 (w/tf)","Bleu4 (w/tf)","Rouge1-recall (w/tf)"
"<NR>","ZuCo1","ZGW","task1","While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.","This movie will delight fans of sentimental films, but it's too quiet and thoughtful to appeal to a broader audience.,This emotional movie will be loved by film enthusiasts, but it's too quiet and personal to appeal to a large audience.,This gentle and affecting melodrama will likely appeal only to a niche audience, rather than a wider one, due to being too slight and introspective.,This gentle and affecting melodrama will appeal to a niche audience, but its slight and introspective nature will limit its wider appeal.,This melodrama is too slight and introspective to appeal to a wide audience, despite being gentle and affecting.,This melodrama is too slight and introspective to appeal to a wide audience, despite being gentle and affecting.,While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.,It's a sweet, sweet, sweet story, but it's a little too melodramatic for the average moviegoer.","The movie is a bad movie, but it's not a bad movie, but it's not a great one either.","0.299598753452301","0.12566228210926056","0.4444444477558136","neutral","nan","0.19973252713680267","0.1894921511411667","0.07675926387310028","0.08988839387893677","0.10526316612958908","0.10526316612958908","0.07282377779483795","0.21052633225917816","0.07282377779483795","0.10260282456874847","0.09734233468770981","0","0","0","0","0","0.10814761370420456","0","0.2380952388048172","0.22727273404598236","0.11999999731779099","0.09090909361839294","0.1111111119389534","0.1111111119389534","0.1111111119389534","0.4444444477558136","0.1111111119389534","0.380952388048172","0.41025641560554504","0.9615384340286255","0","0","The  time and a toa and, d be beenadry.. theae. but's  better.  the.. the to the that. a,,,'the             The The","0.1111227348446846","0","0.22727273404598236","0.20408163964748383","0.9230769276618958","0","0","0.18518517911434174"
"<NR>","ZuCo1","ZGW","task1","An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","This movie is one of the best action thrillers, reminding me of some great classics.,This is an excellent action movie, reminding me of some great classics.,This movie is a high-quality action/thriller, reminding me of Day of the Jackal, The French Connection, and Heat.,This movie is an excellent action/thriller, reminding me of Day of the Jackal, The French Connection, and Heat.,This movie is an excellent action/thriller, reminiscent of Day of the Jackal, The French Connection, and Heat.,This movie is an excellent action/thriller, reminiscent of classics like Day of the Jackal, The French Connection, and Heat.,An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.,It's a thrill ride, but it's also a tense thriller.","This movie is a lot of fun than a lot of fun to watch.","0.4655314087867737","0.3162662982940674","0.30000001192092896","positive","nan","0.3325224816799164","0.2142857015132904","0.3220617175102234","0.26838478446006775","0.28825637698173523","0.24988308548927307","0.10735390335321426","0.1428571492433548","0.10735390335321426","0.2182444930076599","0","0.23632869124412537","0.17614901065826416","0.1891913264989853","0.16400578618049622","0","0","0","0.3333333432674408","0.3333333432674408","0.30000001192092896","0.2631579041481018","0.2777777910232544","0.25","0.10526315867900848","0.1666666716337204","0.10526315867900848","0.4285714328289032","0.3529411852359772","0.9444444179534912","0.24944673478603363","0.19038379192352295","The exciting  Iello is is the movie, of butadcesh. the War The worst Society Society  Wor.' and o Bad'Condo   This This This This This This This This This This This This This This This This This This This This This This This This This This This","0.10869565606117249","0","0.10638298094272614","0.1515151560306549","2.444444417953491","0","0","0.2631579041481018"
"<NR>","ZuCo1","ZGW","task2","Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.","Hutchinson moved from England to Massachusetts in 1634 after preacher John Cotton did the same.,Hutchinson moved from England to Massachusetts in 1634 after John Cotton did the same.,Hutchinson emigrated from England to Massachusetts in 1634, following the preacher John Cotton's emigration.,Hutchinson emigrated from England to Massachusetts in 1634, following John Cotton.,Hutchinson emigrated from England to Massachusetts in 1634.,Hutchinson emigrated from England to Massachusetts in 1634.,Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.,Hutchinson was born in England in 1634, and emigrated to America in response to the preacher John Cotton's emigration to Massachusetts in 1634.","He was a member of the United States Senate from the United States from 1905.","0.19999998807907104","0","0.1428571492433548","nan","nan","0.13333332538604736","0.13333332538604736","0.13333332538604736","0.06666666269302368","0.06666666269302368","0.06666666269302368","0.1166897714138031","0.07821949571371078","0.1166897714138031","0","0","0","0","0","0","0","0","0","0.13333334028720856","0.1428571492433548","0.13333334028720856","0.09090909361839294","0.125","0.125","0.1111111119389534","0.0833333358168602","0.1111111119389534","0.13333334028720856","0.13793103396892548","0.9411764740943909","0","0","Hetchinson wasstarredried to the. St. 1949. and the visits the second production in Win,s degree in. in,   He He He She She He She Lo Ho Lo Lo Lo A A A Lo A A A A A A She A She She She She She She She","0.0625","0","0.10204081982374191","0.1492537260055542","2.7647058963775635","0","0","0.2777777910232544"
"<NR>","ZuCo1","ZGW","task2","Fleming was born Marilyn Fleming in Canada.","Marilyn Fleming was born in Canada.,Fleming was born Marilyn Fleming in Canada.,Marilyn Fleming was born in Canada.,Marilyn Fleming was born in Canada.,Marilyn Fleming was born in Canada.,Marilyn Fleming was born in Canada.,Fleming was born Marilyn Fleming in Canada.,Fleming was born in Canada.","He was awarded the Distinguished Service Medal for his part in politics.","0.1666666567325592","0","0.4000000059604645","nan","nan","0.1666666567325592","0.1666666567325592","0.1666666567325592","0.1666666567325592","0.1666666567325592","0.1666666567325592","0.1666666567325592","0.1666666567325592","0.1666666567325592","0","0","0","0","0","0","0","0","0","0.3333333432674408","0.2857142984867096","0.3333333432674408","0.3333333432674408","0.3333333432674408","0.3333333432674408","0.2857142984867096","0.4000000059604645","0.2857142984867096","0.1666666716337204","0.23529411852359772","1.4285714626312256","0","0","Heganding was  inichartd as and L, President, By She He He He He He Bush He Bush Bush Bush He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He","0.018518516793847084","0","0.018518518656492233","0.032786883413791656","7.5714287757873535","0","0","0.1428571492433548"
"<NR>","ZuCo1","ZGW","task2","His brother Gabriel Ferrer is married to singer Debby Boone.","His brother Gabriel Ferrer is married to singer Debby Boone.,Gabriel Ferrer, his brother, is married to singer Debby Boone.,Gabriel Ferrer, the brother of the subject, is married to singer Debby Boone.,Gabriel Ferrer, the brother of the subject, is married to singer Debby Boone.,Gabriel Ferrer, his brother, is married to singer Debby Boone.,Gabriel Ferrer, his brother, is married to singer Debby Boone.,His brother Gabriel Ferrer is married to singer Debby Boone.,Ferrer's brother Gabriel Ferrer is married to singer Debby Boone.","He was awarded the Distinguished Service Medal for his part in years.","0.15334071218967438","0","0.10000000149011612","nan","nan","0","0.0833333283662796","0.07667035609483719","0.07667035609483719","0.0833333283662796","0.0833333283662796","0","0","0","0","0","0","0","0","0","0","0","0","0.10000000149011612","0.10000000149011612","0.07692307978868484","0.07692307978868484","0.10000000149011612","0.10000000149011612","0.10000000149011612","0","0.10000000149011612","0.0833333358168602","0.09090909361839294","1.2000000476837158","0","0","He brother Julian waser was the William the andil Bisd,., unsuccessful  N She In In In In In Ein She In She She He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He He","0.0178571455180645","0","0.01785714365541935","0.03030303120613098","5.5","0","0","0.10000000149011612"
"<NR>","ZuCo1","ZGW","task2","Miguel was close friends with actress Dominique Dunne and in 1982 served as a pallbearer in her funeral.","Miguel was close friends with actress Dominique Dunne and in 1982 attended her funeral.,Miguel was a close friend of actress Dominique Dunne.,Miguel was a close friend of actress Dominique Dunne.,Miguel served as a pallbearer at Dominique Dunne's funeral in 1982.,Miguel was a pallbearer at Dominique Dunne's funeral in 1982.,Miguel was a close friend of actress Dominique Dunne.,Miguel was close friends with actress Dominique Dunne and in 1982 served as a pallbearer in her funeral.,He was also a pallbearer in the funeral of actress Dominique Dunne.","He was a member of the United States Rugby- Smith, where he worked as a role in the Defense Intel-eldist.","0.3500000238418579","0.27144837379455566","0.5","nan","nan","0.09999999403953552","0.14999999105930328","0.14999999105930328","0.14999999105930328","0.14999999105930328","0.14999999105930328","0.19999998807907104","0.29999998211860657","0.19999998807907104","0","0.08885233104228973","0.08885233104228973","0.08885233104228973","0.08885233104228973","0.08885233104228973","0.10259783267974854","0.17770466208457947","0.10259783267974854","0.1428571492433548","0.3333333432674408","0.3333333432674408","0.25","0.27272728085517883","0.3333333432674408","0.2222222238779068","0.5","0.2222222238779068","0.2857142984867096","0.3636363744735718","0.8888888955116272","0","0","He Ferr born with with the, Artrie Mc. the the. as thea member. in ship- in the years.,,,    A  Lo Lo Lo Lo Lo Lo Lo Lo Al Lo Lo A A A She She She She John She She She She She King In She She She","0.0833333283662796","0","0.1041666641831398","0.1515151560306549","2.555555582046509","0","0","0.2777777910232544"
"<NR>","ZuCo1","ZGW","task2","He represented Maryland in the Continental Congress, and in the federal Congress as both the Representative and a U.S.","He represented Maryland in the Continental Congress and in the U.S. Congress.,He represented Maryland in the U.S. Congress.,He represented Maryland in the Continental Congress as a Representative and in the U.S. Congress.,He represented Maryland in the Continental Congress and in the federal Congress as a U.S. Representative.,He represented Maryland in the Continental Congress and the U.S. Congress as a Representative.,He represented Maryland in the Continental Congress and the U.S. Congress.,He represented Maryland in the Continental Congress, and in the federal Congress as both the Representative and a U.S.,He was a member of the Maryland House of Delegates, the Maryland Senate, the Maryland House of Delegates, the Maryland House of Delegates, the Maryland House of Delegates, the Maryland House of Delegates, the Maryland House of Delegates, the Maryland House of De","He was a member of the United States Tax Society, the United States Senate, the American Physical Chase.","0.47297972440719604","0.3973824679851532","0.20930232107639313","nan","nan","0.1666666567325592","0.1111111044883728","0.2222222089767456","0.2222222089767456","0.2222222089767456","0.1666666567325592","0.2627665102481842","0.12467610836029053","0.2627665102481842","0","0","0","0","0","0","0","0.10474888235330582","0","0.23076923191547394","0.25","0.25","0.23529411852359772","0.2666666805744171","0.25","0.25","0.20930232107639313","0.25","0.5","0.2950819730758667","0.8421052694320679","0.33425402641296387","0.2899232804775238","He wasist was the Luna Corps, Spain was the TV link,  president  Council isArgentin role.S. Senator All  She She She She She She She She She She She She She She El El El El She El She She She She She She She She She She She She She She She She She","0.0555555522441864","0","0.072727270424366","0.1066666692495346","2.736842155456543","0","0","0.20000000298023224"
"<NR>","ZuCo1","ZGW","task2","The wedding ceremony took place in Scott's parents' house in Marion, Alabama, and was performed by King's father.","King married in Scott's parents' house in Marion, Alabama.,Scott married in Marion, Alabama.,Coretta Scott King was married in Scott's parents' house in Marion, Alabama.,Scott married in a wedding ceremony performed by King's father at Scott's parents' house in Marion, Alabama.,Scott married King in Marion, Alabama.,King married Scott in Marion, Alabama.,The wedding ceremony took place in Scott's parents' house in Marion, Alabama, and was performed by King's father.,The couple, who have been married for more than a year, have been married for more than a year and a half.","He was awarded the Distinguished Service Medal for his Seaan Institute of Columbia.","0.15384617447853088","0","0.10000000149011612","nan","nan","0","0","0.07692307978868484","0","0","0","0.05236249417066574","0.038493841886520386","0.05236249417066574","0","0","0","0","0","0","0","0","0","0","0","0.07692307978868484","0","0","0","0.10000000149011612","0.09090909361839294","0.10000000149011612","0.1538461595773697","0.12121212482452393","1","0","0","He organizationly, his in the Avenues degree.s in the Poetry Maryland' and was electedd  Awards  of.,   Al Al She She She She She She She She Al She She","0.13793103396892548","0.07018623501062393","0.20000000298023224","0.23999999463558197","1.5","0","0","0.30000001192092896"
"<NR>","ZuCo1","ZGW","task2","In 1950, she began to guest star in television Westerns, notably in the ""Lone Ranger"" and ""Cisco Kid"" series plus more than a dozen appearances on the ""Gene Autry Show"".","She started acting in TV Westerns in 1950, including the ""Lone Ranger"" and ""Cisco Kid"" series and the ""Gene Autry Show"".,In 1950, she started acting in TV Westerns, including the ""Lone Ranger"" and ""Cisco Kid"" series and more than a dozen times on the ""Gene Autry Show"".,In 1950, she guest starred in television Westerns, including the ""Lone Ranger"", ""Cisco Kid"" series and more than a dozen episodes of the ""Gene Autry Show"".,She began to guest star in television Westerns, including the ""Lone Ranger"", ""Cisco Kid"" series, and the ""Gene Autry Show"", in 1950.,She guest-starred in several television Westerns in 1950, including ""Lone Ranger"", ""Cisco Kid"" and ""Gene Autry Show"".,She began guest starring in television Westerns in 1950.,In 1950, she began to guest star in television Westerns, notably in the ""Lone Ranger"" and ""Cisco Kid"" series plus more than a dozen appearances on the ""Gene Autry Show"".,In 1950, she began to guest star in television Westerns, notably in the ""Lone Ranger"" and ""Cisco Kid"" series plus more than a dozen appearances on the ""Gene Autry Show"".","He was a member of the U.S. Senator, a member of the U.S. Senators and a United States and a member of the U.S. Senators.","0.23058947920799255","0.09607894718647003","0.19230769574642181","nan","nan","0.1599999964237213","0.18462325632572174","0.19215789437294006","0.11999999731779099","0.03999999910593033","0","0.1309969127178192","0.1309969127178192","0.1309969127178192","0","0","0.08770767599344254","0","0","0","0","0","0","0.190476194024086","0.18518517911434174","0.19230769574642181","0.13636364042758942","0.0555555559694767","0","0.13333334028720856","0.13333334028720856","0.13333334028720856","0.1785714328289032","0.18518517911434174","0.8666666746139526","0","0","He 18,  was  be, on New series films. andhe Ford the movieEasn, was wasElpanus. was,.. a  director of for the sameEis Det... in She He Kennedy Kennedy Kennedy Kennedy She She She She She She She","0.1666666567325592","0","0.1944444477558136","0.21212121844291687","1.2000000476837158","0","0","0.23333333432674408"
"<NR>","ZuCo1","ZGW","task2","The daughter of a small town medical doctor, she was born Betty Jeanne Grayson in a hospital at Little Rock, Arkansas.","Betty Jeanne Grayson was born in Little Rock, Arkansas, to a small town doctor.,Betty Jeanne Grayson was born in Little Rock, Arkansas, to a doctor.,Betty Jeanne Grayson was born in a hospital at Little Rock, Arkansas, to a small town medical doctor.,Betty Jeanne Grayson was born in a hospital at Little Rock, Arkansas.,Betty Jeanne Grayson was born in Little Rock, Arkansas, to a medical doctor.,Betty Jeanne Grayson was born in Little Rock, Arkansas, to a small town medical doctor.,The daughter of a small town medical doctor, she was born Betty Jeanne Grayson in a hospital at Little Rock, Arkansas.,Betty Grayson was born in Little Rock, Arkansas, the daughter of a small town medical doctor.","He was awarded the Distinguished Service Medal for the Royal Relations Council, where he received a member of the U.S. duty.","0.190476194024086","0","0.25","nan","nan","0.0952380895614624","0.0952380895614624","0.0952380895614624","0.0952380895614624","0.0952380895614624","0.0952380895614624","0.1428571492433548","0.190476194024086","0.1428571492433548","0","0","0","0","0","0","0","0","0","0.1428571492433548","0.1666666716337204","0.1111111119389534","0.1666666716337204","0.1538461595773697","0.13333334028720856","0.190476194024086","0.25","0.190476194024086","0.1818181872367859","0.21052631735801697","0.9523809552192688","0","0","He organization was thea member part, for.  was  inre,Cle., Lea - Trinity Berkeleye Yale fromver, A A A She  She She She Lo Lo Lo Lo She She She She She Lo Lo She Lo She She She She She She She She She She She","0.021739130839705467","0","0.08695652335882187","0.11940298229455948","2.190476179122925","0","0","0.190476194024086"
"<NR>","ZuCo1","ZGW","task2","The movies Jailhouse Rock (1957), King Creole (1958), and Flaming Star (1960) are widely regarded as his best among film critics.","Elvis' best movies are Jailhouse Rock, King Creole, and Flaming Star.,Elvis' best films are Jailhouse Rock, King Creole, and Flaming Star.,Elvis' best movies are Jailhouse Rock, King Creole, and Flaming Star.,Elvis's best movies are Jailhouse Rock, King Creole, and Flaming Star.,Jailhouse Rock, King Creole, and Flaming Star are considered Elvis' best movies.,Elvis' best films are Jailhouse Rock, King Creole, and Flaming Star.,The movies Jailhouse Rock (1957), King Creole (1958), and Flaming Star (1960) are widely regarded as his best among film critics.,In the 1950s, he starred in a number of successful films, including ""Jailhouse Rock"" (1957), ""King Creole"" (1958), and ""Flaming Star"" (1960).","He was awarded the Distinguished Service Medal for the Royal Science.","0.09090908616781235","0","0.09090909361839294","nan","nan","0","0","0","0","0","0","0","0.03344358503818512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0476190485060215","0.09090909361839294","0.0476190485060215","0.1818181872367859","0.12121212482452393","1","0","0","He organization,cul,s754)  wasa Shi,904)  died-ry for Wing61, in the.a   brother-  posters on. in,,   She She She She She She She She She She In Lo She In In She In She She She She She","0","0","0.02500000037252903","0.032786883413791656","1.6666666269302368","0","0","0.0476190485060215"
"<NR>","ZuCo1","ZGW","task2","Elvis Presley was raised both in East Tupelo (which merged with Tupelo in 1948) and later in Memphis, Tennessee, where his family moved when he was 13.","Elvis Presley grew up in Tupelo and later in Memphis, Tennessee.,Elvis Presley grew up in Tupelo and Memphis, Tennessee.,Elvis Presley was raised in East Tupelo and later in Memphis, Tennessee.,Elvis Presley moved to Memphis, Tennessee with his family at the age of 13.,Elvis Presley was raised in East Tupelo and later in Memphis, Tennessee.,Elvis Presley was raised in East Tupelo and Memphis, Tennessee.,Elvis Presley was raised both in East Tupelo (which merged with Tupelo in 1948) and later in Memphis, Tennessee, where his family moved when he was 13.,Elvis Presley was raised in East Tupelo, Tupelo, and Memphis, Tennessee.","He was a member of the U.S. Senator from Missouri 1995 and was a member of the United States Senate.","0.25","0","0.14814814925193787","nan","nan","0.04999999701976776","0.04999999701976776","0.09999999403953552","0.09999999403953552","0.09999999403953552","0.09999999403953552","0.105703204870224","0.09999999403953552","0.105703204870224","0","0","0","0","0","0","0","0","0","0.09090909361839294","0.1111111119389534","0.1666666716337204","0.1428571492433548","0.1666666716337204","0.20000000298023224","0.14814814925193787","0.1818181872367859","0.14814814925193787","0.190476194024086","0.1666666716337204","0.9259259104728699","0","0","He Arsley was born in  the Tusez Michelle50 washe in thedl,.,  was the. Massachusetts. and  son, to he was., in Mozart      She In She She She She She","0.25","0","0.25","0.2545454502105713","0.9629629850387573","0","0","0.25925925374031067"
"<NR>","ZuCo1","ZGW","task2","Adams's son Charles Francis also pursued a career in politics.","Charles Francis, Adams's son, also worked in politics.,Charles Francis, Adams's son, also worked in politics.,Charles Francis Adams, the son of John Adams, pursued a career in politics.,Charles Francis, the son of Adams, pursued a career in politics.,Charles Francis, Adams's son, pursued a career in politics.,Charles Francis, Adams's son, pursued a career in politics.,Adams's son Charles Francis also pursued a career in politics.,Adams's son Charles Francis also pursued a career in politics.","He was a member of the Royal Astronomical Society, the Royal Astronomical Society, the Royal Astronomical Society, the Royal Astronomical Society, the Royal Astronomical Society, the Royal Astronomical Society, the Royal Astronomical Society, the Royal Astronomical Society, ","0.08108107000589371","0","0.27272728085517883","nan","nan","0","0","0.08108107000589371","0.08108107000589371","0.027027029544115067","0.027027029544115067","0.027027029544115067","0.027027029544115067","0.027027029544115067","0","0","0","0","0","0","0","0","0","0","0","0.23076923191547394","0.27272728085517883","0.10000000149011612","0.10000000149011612","0.09090909361839294","0.09090909361839294","0.09090909361839294","0.0810810774564743","0.125","3.700000047683716","0","0","He wass best, Darwin Jones known Ri asa member lawyer 1953 and Nobel, Hughes A A Ein In King King King King She She He He He He He He He He He Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham Graham","0","0","0.033898305147886276","0.05714285746216774","5.900000095367432","0","0","0.1818181872367859"
"<NR>","ZuCo1","ZGW","task2","While serving as Secretary of State under President James Monroe, Adams negotiated the Adams-Ons Treaty with Spain and devised the Monroe Doctrine, both of which were of long lasting importance.","While working as Secretary of State under President James Monroe, Adams negotiated the Adams-Ons Treaty with Spain.,While serving as Secretary of State under President James Monroe, Adams negotiated a treaty with Spain and created a policy known as the Monroe Doctrine.,John Quincy Adams served as Secretary of State under President James Monroe.,John Quincy Adams served as Secretary of State under President James Monroe and negotiated the Adams-Ons Treaty with Spain.,John Quincy Adams served as Secretary of State under President James Monroe.,John Quincy Adams served as Secretary of State under President James Monroe.,While serving as Secretary of State under President James Monroe, Adams negotiated the Adams-Onis Treaty with Spain and devised the Monroe Doctrine, both of which were of long lasting importance.,Adams was the first president of the United States.","He was a member of the U.S. Senator from Yale Science, California, where he received a son of President George Harriman.","0.3333333134651184","0.12909944355487823","0.4444444477558136","nan","nan","0.1428571492433548","0.1968012899160385","0.0952380895614624","0.1428571492433548","0.0952380895614624","0.0952380895614624","0.12408362329006195","0.1428571492433548","0.12408362329006195","0","0","0","0","0","0","0","0.08451543003320694","0","0.1666666716337204","0.20000000298023224","0.1666666716337204","0.15000000596046448","0.1666666716337204","0.1666666716337204","0.12903225421905518","0.4444444477558136","0.12903225421905518","0.1818181872367859","0.25806450843811035","0.8999999761581421","0","0","He  abroad  of California Records St George and, France,he to  ofEulhanage in the in receiveded as  Hos. as the in the   the-, of to, John as  She She She She She She She She She She She She She She She","0.12195122987031937","0","0.1428571492433548","0.16438356041908264","1.2999999523162842","0","0","0.19354838132858276"
"<NR>","ZuCo1","ZGW","task2","Adams was elected to the U.S. House of Representatives in 1830, one of only two U.S. Presidents to serve in Congress after having been President.","Adams was elected to the U.S. House of Representatives in 1830.,Adams was elected to the U.S. House of Representatives in 1830, one of only two U.S. Presidents to serve in Congress after having been President.,John Quincy Adams was elected to the U.S. House of Representatives in 1830.,John Quincy Adams was elected to the U.S. House of Representatives in 1830.,Adams served in the U.S. House of Representatives in 1830.,Adams was elected to the U.S. House of Representatives in 1830.,Adams was elected to the U.S. House of Representatives in 1830, one of only two U.S. Presidents to serve in Congress after having been President.,President Abraham Lincoln was a member of the U.S. House of Representatives from 1830 to 1842.","He was a member of the United States Tax Society, the United States Senate, where he received a role in New California.","0.23796144127845764","0.19886697828769684","0.29411765933036804","nan","nan","0.1818181872367859","0.15864096581935883","0.1818181872367859","0.1818181872367859","0.13636364042758942","0.1818181872367859","0.15864096581935883","0.22727274894714355","0.15864096581935883","0","0","0","0","0","0","0","0.20806260406970978","0","0.3333333432674408","0.14814814925193787","0.2857142984867096","0.2857142984867096","0.27272728085517883","0.3333333432674408","0.14814814925193787","0.29411765933036804","0.14814814925193787","0.22727273404598236","0.25641027092933655","0.9200000166893005","0.17298093438148499","0.1476597934961319","He was born to the United.S. Senates thes, the29, and of the  two.S. Senators, the in the in the , Bomb, A    In In She She She She She She She She She She","0.1764705926179886","0.07312723994255066","0.2571428716182709","0.29032257199287415","1.159999966621399","0","0","0.3333333432674408"
"<NR>","ZuCo1","ZGW","task2","Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.","Some people believe this was because of a deal he made with Henry Clay, which made Clay his Secretary of State when Adams won.,Some say this was because of a deal he made with Henry Clay, which made Clay his Secretary of State after Adams won.,John Quincy Adams appointed Henry Clay as his Secretary of State.,John Quincy Adams appointed Henry Clay as his Secretary of State after Adams won the election.,John Quincy Adams made Henry Clay his Secretary of State.,John Quincy Adams made a deal with Henry Clay, who became his Secretary of State after Adams won.,Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.,Adams's victory in the presidential election of 1791 was attributed to a deal he struck with Henry Clay, who was then Secretary of State.","The movie is a bad movie, but it's not a great one either.","0.07692307978868484","0","0.11999999731779099","nan","nan","0.033004771918058395","0.0356438010931015","0","0","0","0.05236249417066574","0.02829842083156109","0.033004771918058395","0.02829842083156109","0","0","0","0","0","0","0","0","0","0.0416666679084301","0.043478261679410934","0","0.0625","0","0.0555555559694767","0.03846153989434242","0.11999999731779099","0.03846153989434242","0.2142857164144516","0.1538461595773697","0.9615384340286255","0","0","The movies you is  it thea lot,he is by  Abraham Me, its Law. the  of Africaski. the,,'                      This    This This This This This","0.038161467760801315","0","0.125","0.11999999731779099","1","0","0","0.11538461595773697"
"<NR>","ZuCo1","ZGW","task2","Wells began his television career as a writer on That Was The Week That Was, the 1960s weekly satire show that launched the careers of David Frost and Millicent Martin, among others.","Wells started his television career as a writer on That Was The Week That Was, a 1960s weekly comedy show that also launched the careers of David Frost and Millicent Martin.,Wells started his TV career as a writer on That Was The Week That Was, a 1960s weekly comedy show that helped start the careers of David Frost and Millicent Martin.,Wells was a writer on the 1960s weekly satire show That Was The Week That Was.,Wells began his television career as a writer on the 1960s weekly satire show That Was The Week That Was.,Wells was a writer on the 1960s weekly satire show That Was The Week That Was.,Wells began his television career as a writer on That Was The Week That Was.,Wells began his television career as a writer on That Was The Week That Was, the 1960s weekly satire show that launched the careers of David Frost and Millicent Martin, among others.,Former TV presenter David Wells has died at the age of 87.","He was a member of the U.S. Senator, New York State's Governor of Defense Republic, and the World War II, he received the U.S. duty.","0.23999999463558197","0.09999999403953552","0.21875","nan","nan","0.12586045265197754","0.12586045265197754","0.11999999731779099","0.07999999821186066","0.11999999731779099","0.03999999910593033","0.1511567384004593","0.07999999821186066","0.1511567384004593","0","0","0.0707106739282608","0","0.0707106739282608","0","0","0","0","0.19354838132858276","0.19354838132858276","0.25","0.20000000298023224","0.25","0.20000000298023224","0.21875","0.1666666716337204","0.21875","0.25","0.23333333432674408","0.9375","0","0","He Cooper was the second role. a member and thei  Kennedytownit   firsts of staffas in  was as  of the Arios the Club Conferenceies, and,,,  She    She She She Kennedy She She She She He He She She She She","0.15384617447853088","0","0.23076923191547394","0.2535211145877838","1.15625","0","0","0.28125"
"<NR>","ZuCo1","ZGW","task2","In 1997 he appeared in the BBC situation comedy Chalk.","In 1997, he appeared in a BBC comedy show called Chalk.,In 1997 he acted in the BBC comedy show Chalk.,He appeared in the BBC situation comedy Chalk in 1997.,In 1997, he appeared in the BBC situation comedy Chalk.,He appeared in the BBC sitcom Chalk in 1997.,He appeared in the BBC situation comedy Chalk in 1997.,In 1997 he appeared in the BBC situation comedy Chalk.,He has also appeared in a number of films and television shows.","He graduated from Harvard University in 1787.","0.21470780670642853","0","0.2222222238779068","nan","nan","0.08067402243614197","0.09306272119283676","0.18612544238567352","0.09306272119283676","0.21470780670642853","0.18612544238567352","0.09306272119283676","0.13986904919147491","0.09306272119283676","0","0","0","0","0","0","0","0","0","0.1818181872367859","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.2222222238779068","0.20000000298023224","0.20000000298023224","0.1666666716337204","0.20000000298023224","0.2857142984867096","0.25","1","0","0","He 18,he was in the TV L ofsart and., A Ho To She She Ho She She She Juan She She King She In In In In In King In In In In In In In King King King King In King King King King King King King King King King King King King King King King","0.05263158306479454","0.030656971037387848","0.06896551698446274","0.11764705926179886","5.599999904632568","0","0","0.4000000059604645"
